STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       3126;20230921;   10;  15.5;   2.1;    9;   2.4;   6;    5.200;   0;   4.7;  15.7;  992.10;   20.3;   68.00;   28.3;   13.1;    9.7;eor
       3126;20230922;   10;   7.7;   2.7;    9;   0.0;   6;    1.200;   0;   6.1;  15.3;  993.30;   16.7;   81.00;   19.1;   13.3;    9.6;eor
       3126;20230923;   10;  11.9;   3.5;    9;   0.0;   0;    7.100;   0;   5.4;  11.9; 1003.80;   15.4;   69.00;   19.4;   11.4;    8.8;eor
       3126;20230924;   10;   4.5;   1.3;    9;   0.0;   0;    3.800;   0;   3.5;  12.4; 1016.00;   14.5;   77.00;   20.9;    9.5;    4.9;eor
       3126;20230925;   10;   7.2;   1.8;    9;   0.0;   0;    9.900;   0;   2.8;  11.7; 1015.70;   14.2;   75.00;   22.3;    7.9;    3.6;eor
       3126;20230926;   10;   4.7;   1.1;    9;   0.0;   0;   10.500;   0;   2.6;  13.6; 1012.30;   15.6;   79.00;   24.9;    7.2;    3.4;eor
       3126;20230927;   10;   5.7;   1.5;    9;   0.0;   0;    8.900;   0;   2.4;  16.1; 1009.90;   18.4;   78.00;   26.3;   11.2;    7.8;eor
       3126;20230928;   10;   4.8;   1.2;    9;   0.0;   0;    7.900;   0;   4.9;  16.8; 1007.10;   19.4;   77.00;   27.3;   13.1;    9.3;eor
       3126;20230929;   10;  13.9;   2.3;    9;   6.4;   6;    0.800;   0;   7.1;  17.2; 1007.10;   19.0;   79.00;   25.0;   14.3;   10.4;eor
       3126;20230930;   10;   7.0;   2.3;    9;   0.0;   0;    7.100;   0;   3.3;  13.1; 1015.00;   14.9;   78.00;   20.1;   11.3;    7.9;eor
       3126;20231001;   10;   7.0;   2.2;    9;   0.0;   0;    1.100;   0;   7.5;  13.4; 1013.50;   16.6;   71.00;   21.3;   13.3;   11.6;eor
       3126;20231002;   10;   5.0;   1.3;    9;   0.0;   0;    6.700;   0;   6.7;  16.6; 1009.80;   19.6;   74.00;   26.7;   14.0;    9.8;eor
       3126;20231003;   10;  14.4;   3.9;    9;   5.5;   6;    0.000;   0;   6.5;  15.0; 1003.40;   16.9;   79.00;   23.2;   12.5;    9.5;eor
       3126;20231004;   10;  11.3;   4.0;    9;   0.0;   0;    5.200;   0;   4.5;  12.2; 1013.90;   14.3;   75.00;   18.1;   11.7;    9.1;eor
       3126;20231005;   10;  13.9;   4.0;    9;   2.5;   6;    3.500;   0;   7.1;  13.1; 1012.50;   14.3;   81.00;   17.8;   11.4;    9.0;eor
       3126;20231006;   10;  12.4;   3.7;    9;   0.0;   0;    3.000;   0;   6.8;  13.1; 1011.70;   16.1;   73.00;   20.4;   11.5;    9.2;eor
       3126;20231007;   10;  15.2;   5.3;    9;   3.4;   6;    0.400;   0;   7.8;  15.2; 1006.80;   17.8;   75.00;   20.6;   12.0;   11.6;eor
       3126;20231008;   10;  10.0;   1.6;    9;   0.8;   6;    2.800;   0;   7.0;  11.4; 1014.10;   12.4;   80.00;   16.1;   10.2;    9.3;eor
       3126;20231009;   10;   5.6;   1.5;    9;  10.6;   6;    0.000;   0;   7.6;  14.5; 1007.70;   13.3;   94.00;   16.3;   11.0;   10.1;eor
       3126;20231010;   10;   5.0;   1.9;    9;   0.3;   6;    0.700;   0;   7.7;  16.1; 1008.00;   16.3;   87.00;   19.2;   13.4;   10.3;eor
       3126;20231011;   10;  12.3;   4.2;    9;   4.4;   6;    5.900;   0;   5.9;  14.2; 1001.80;   20.2;   61.00;   24.7;   16.6;   13.8;eor
       3126;20231012;   10;   9.9;   1.9;    9;   5.7;   6;    0.000;   0;   7.5;  14.9; 1003.10;   14.8;   89.00;   19.8;   12.3;   10.6;eor
       3126;20231013;   10;  11.6;   3.7;    9;   4.7;   6;    1.900;   0;   7.1;  16.8;  998.10;   18.6;   80.00;   23.5;   13.2;   11.0;eor
       3126;20231014;   10;  14.2;   4.9;    9;   0.1;   6;    6.500;   0;   5.1;  11.2;  997.80;   13.9;   70.00;   20.9;    8.2;    6.1;eor
       3126;20231015;   10;  14.2;   4.3;    9;   0.6;   6;    6.600;   0;   2.1;   8.2; 1006.70;    8.2;   75.00;   11.1;    5.8;    3.5;eor
       3126;20231016;   10;   7.4;   2.4;    9;   1.7;   6;    1.000;   0;   5.8;   8.9; 1011.10;    7.0;   89.00;   11.1;    4.0;    1.1;eor
       3126;20231017;   10;   4.1;   1.0;    9;   0.0;   0;    6.100;   0;   3.8;   8.7; 1010.90;    6.6;   90.00;   12.4;    2.2;   -1.2;eor
       3126;20231018;   10;   7.8;   1.9;    9;   6.2;   6;    5.400;   0;   5.0;   7.8; 1002.60;    6.2;   83.00;   12.7;   -0.1;   -3.1;eor
       3126;20231019;   10;   6.3;   2.3;    9;   3.1;   6;    0.000;   0;   7.8;  10.0;  987.80;    7.6;   96.00;    8.9;    6.5;    6.0;eor
       3126;20231020;   10;  12.6;   3.4;    9;   9.0;   6;    0.000;   0;   7.9;  10.1;  979.40;    7.4;   98.00;    8.9;    6.7;    6.2;eor
       3126;20231021;   10;  12.3;   3.0;    9;   0.0;   6;    5.900;   0;   6.0;  12.4;  987.10;   12.8;   85.00;   19.1;    9.0;    6.5;eor
       3126;20231022;   10;   9.3;   2.7;    9;   0.2;   6;    5.000;   0;   6.4;  12.0;  998.20;   12.3;   85.00;   16.6;    8.6;    5.0;eor
       3126;20231023;   10;   3.8;   1.4;    9;   0.3;   6;    4.300;   0;   6.5;  11.9; 1003.40;   11.8;   87.00;   16.5;    7.5;    3.9;eor
       3126;20231024;   10;   5.7;   1.7;    9;   5.3;   6;    0.000;   0;   6.8;  13.3;  995.00;   11.9;   95.00;   13.4;    9.7;    7.1;eor
       3126;20231025;   10;   7.9;   2.0;    9;  12.8;   6;    5.500;   0;   6.8;  11.5;  990.10;   10.9;   88.00;   15.5;    7.3;    4.4;eor
       3126;20231026;   10;   3.5;   1.0;    9;   2.4;   6;    0.000;   0;   7.9;  12.7;  984.50;   10.8;   97.00;   11.9;   10.1;    8.4;eor
       3126;20231027;   10;   3.5;   1.2;    9;   3.9;   6;    0.000;   0;   7.8;  11.9;  984.20;   10.0;   97.00;   11.0;    9.5;    6.9;eor
       3126;20231028;   10;   6.4;   2.0;    9;   7.0;   6;    0.300;   0;   7.1;  12.0;  989.50;   10.8;   93.00;   13.8;    8.0;    5.5;eor
       3126;20231029;   10;  14.0;   3.9;    9;   0.8;   6;    0.200;   0;   7.1;  12.4;  988.80;   13.0;   84.00;   16.3;   10.0;    8.8;eor
       3126;20231030;   10;   8.2;   2.6;    9;   7.3;   6;    1.800;   0;   6.8;  12.2;  991.60;   12.7;   83.00;   15.9;   11.0;    9.3;eor
       3126;20231031;   10;  15.0;   3.8;    9;   0.5;   6;    1.400;   0;   7.5;  11.6;  989.70;   11.5;   86.00;   13.3;    8.7;    8.0;eor
       3126;20231101;   10;   8.7;   2.4;    9;   0.0;   6;    0.500;   0;   7.0;  11.7;  994.00;   11.4;   87.00;   14.4;    7.0;    3.6;eor
       3126;20231102;   10;  10.7;   3.7;    9;   0.2;   6;    0.000;   0;   6.5;  10.5;  979.90;   11.3;   78.00;   14.0;    8.6;    6.7;eor
       3126;20231103;   10;   9.4;   3.0;    9;   0.0;   0;    4.700;   0;   6.2;   9.0;  976.80;    9.8;   74.00;   12.8;    6.3;    2.7;eor
       3126;20231104;   10;  11.2;   3.8;    9;   0.3;   6;    6.800;   0;   4.7;   8.3;  976.30;    8.9;   73.00;   12.5;    5.4;    1.9;eor
       3126;20231105;   10;  14.2;   4.2;    9;   4.1;   4;    0.500;   0;   6.8;  10.5;  970.60;   10.7;   81.00;   13.3;    8.3;    5.9;eor
       3126;20231106;   10;  12.9;   4.3;    9;   0.2;   4;    2.700;   0;   5.6;   9.5;  990.40;   11.1;   72.00;   13.7;    7.0;    2.8;eor
       3126;20231107;   10;  10.9;   3.2;    9;   0.5;   6;    4.400;   0;   3.5;   9.4;  999.60;    9.0;   82.00;   12.6;    6.0;    1.8;eor
       3126;20231108;   10;  10.9;   3.6;    9;   1.4;   6;    1.100;   0;   6.3;   8.8; 1001.50;    8.8;   78.00;   12.3;    4.7;    0.6;eor
       3126;20231109;   10;  10.4;   3.6;    9;   0.1;   6;    0.000;   0;   6.8;   9.5;  993.80;    9.7;   79.00;   11.4;    7.7;    4.3;eor
       3126;20231110;   10;   9.4;   3.0;    9;   0.0;   0;    2.100;   0;   5.7;   8.3;  989.50;    8.0;   78.00;   11.7;    4.5;    1.1;eor
       3126;20231111;   10;   8.5;   2.2;    9;   2.9;   6;    0.100;   0;   7.6;   8.4;  991.60;    6.1;   89.00;    8.3;    4.2;    1.0;eor
       3126;20231112;   10;   8.2;   2.5;    9;   0.0;   0;    2.700;   0;   7.3;   8.3;  996.90;    7.4;   81.00;    9.7;    6.0;    3.2;eor
       3126;20231113;   10;  10.8;   2.7;    9;   6.0;   6;    0.500;   0;   6.5;   8.6;  994.70;    6.3;   89.00;   11.4;    1.2;   -2.1;eor
       3126;20231114;   10;  17.6;   5.7;    9;   3.0;   6;    3.200;   0;   4.6;  10.3;  990.00;   11.6;   76.00;   13.6;    9.2;    7.3;eor
       3126;20231115;   10;  10.7;   2.7;    9;   0.7;   6;    1.600;   0;   6.6;   9.8;  999.90;    8.7;   87.00;   10.6;    7.0;    5.3;eor
       3126;20231116;   10;  10.8;   3.1;    9;   0.0;   6;    3.900;   0;   6.0;   8.0; 1001.70;    6.4;   83.00;    9.2;    0.6;   -2.4;eor
       3126;20231117;   10;  11.1;   2.7;    9;   0.0;   0;    1.500;   0;   6.1;   6.8; 1007.00;    4.0;   84.00;    8.1;    0.5;   -3.0;eor
       3126;20231118;   10;   9.7;   2.1;    9;   1.2;   6;    3.900;   0;   4.9;   7.2; 1012.30;    4.2;   87.00;    7.4;    0.0;   -3.1;eor
       3126;20231119;   10;  12.8;   4.1;    9;   7.2;   6;    3.400;   0;   6.9;  10.2;  997.40;   10.0;   83.00;   14.2;    5.3;    4.6;eor
       3126;20231120;   10;  13.9;   4.2;    9;   4.0;   6;    0.000;   0;   7.6;  11.2;  996.60;   10.2;   90.00;   11.8;    8.3;    7.2;eor
       3126;20231121;   10;   7.9;   2.8;    9;   0.0;   6;    0.000;   0;   6.8;   7.9; 1006.30;    5.5;   85.00;    8.3;   -0.1;   -3.2;eor
       3126;20231122;   10;   5.9;   1.9;    9;   0.0;   8;    5.300;   0;   2.8;   4.8; 1017.30;    0.3;   78.00;    2.9;   -1.6;   -4.6;eor
       3126;20231123;   10;  17.5;   6.2;    9;   1.1;   6;    0.100;   0;   7.5;   9.4; 1002.20;    8.6;   83.00;   11.7;    2.9;    2.2;eor
       3126;20231124;   10;  15.1;   5.3;    9;   4.5;   8;    3.600;   0;   5.0;   7.0;  991.00;    4.4;   84.00;    7.7;    1.3;    0.0;eor
       3126;20231125;   10;  10.5;   2.9;    9;   2.5;   8;    0.000;   0;   5.5;   6.3;  995.60;    1.8;   89.00;    3.7;    0.1;   -1.7;eor
       3126;20231126;   10;   6.1;   1.5;    9;   2.5;   6;    1.800;   0;   7.3;   6.1; 1002.00;    1.8;   88.00;    3.9;   -0.8;   -2.5;eor
       3126;20231127;   10;   7.9;   2.0;    9;  13.4;   8;    0.000;   0;   7.1;   7.3;  993.30;    3.1;   96.00;    4.7;    0.4;    0.0;eor
       3126;20231128;   10;   9.8;   3.2;    9;   1.1;   7;    0.200;   5;   7.0;   5.2;  991.30;   -1.0;   91.00;    0.4;   -3.9;   -9.3;eor
       3126;20231129;   10;  13.5;   4.0;    9;   0.1;   8;    0.100;   5;   6.5;   4.7;  991.10;   -0.7;   81.00;    2.2;   -4.0;   -7.6;eor
       3126;20231130;   10;   3.5;   1.0;    9;   0.0;   0;    1.300;   5;   7.3;   4.9;  993.10;   -1.4;   89.00;    2.2;   -4.1;  -10.8;eor
       3126;20231201;   10;   4.5;   1.5;    9;   0.0;   7;    0.000;   4;   7.9;   4.3;  996.60;   -2.7;   86.00;   -1.8;   -3.5;   -6.1;eor
       3126;20231202;   10;   4.9;   1.6;    9;   0.2;   8;    0.000;   4;   7.6;   4.3; 1001.60;   -2.4;   84.00;   -1.1;   -3.9;   -8.8;eor
       3126;20231203;   10;   3.9;   1.4;    9;   0.1;   7;    0.100;   5;   6.0;   4.7; 1010.40;   -2.0;   90.00;    0.7;   -5.6;  -12.4;eor
       3126;20231204;   10;   7.9;   3.2;    9;   0.7;   8;    0.000;   5;   4.0;   4.3; 1004.50;   -1.9;   80.00;   -0.3;   -4.5;   -5.8;eor
       3126;20231205;   10;   8.6;   3.1;    9;   3.2;   8;    0.000;   6;   7.5;   5.6;  996.90;    0.4;   88.00;    1.8;   -1.5;   -2.1;eor
       3126;20231206;   10;   4.5;   1.6;    9;   0.3;   8;    0.000;   3;   7.0;   6.2; 1001.50;    1.5;   91.00;    2.2;    1.0;    0.1;eor
       3126;20231207;   10;   4.4;   1.4;    9;   0.0;   0;    0.000;   1;   7.3;   6.2; 1008.90;    1.8;   89.00;    3.7;   -0.7;   -3.8;eor
       3126;20231208;   10;   9.5;   2.4;    9;   2.7;   8;    0.000;   0;   6.7;   5.7; 1002.10;    0.3;   91.00;    1.7;   -1.0;   -2.9;eor
       3126;20231209;   10;  10.0;   2.6;    9;   7.3;   6;    2.600;   0;   6.9;   7.3;  997.50;    3.9;   90.00;    6.8;    1.4;   -0.6;eor
       3126;20231210;   10;  13.9;   3.8;    9;   8.7;   6;    0.000;   0;   7.1;   8.3;  991.70;    6.7;   85.00;    9.4;    4.1;    1.2;eor
       3126;20231211;   10;  14.9;   4.6;    9;   3.3;   6;    0.000;   0;   6.6;   9.1;  988.90;    8.4;   83.00;    9.9;    4.7;    0.8;eor
       3126;20231212;   10;   7.8;   2.1;    9;   7.0;   6;    0.500;   0;   6.3;   8.2;  995.50;    5.9;   88.00;    7.4;    3.3;    0.5;eor
       3126;20231213;   10;   6.9;   1.5;    9;   1.9;   6;    0.200;   0;   7.8;   9.5;  989.70;    6.8;   96.00;    9.4;    4.7;    3.7;eor
       3126;20231214;   10;   6.2;   2.2;    9;   0.2;   6;    0.000;   0;   7.6;   7.4; 1005.50;    3.6;   94.00;    4.7;    1.5;   -1.4;eor
       3126;20231215;   10;   8.4;   2.3;    9;   0.5;   6;    0.400;   0;   6.3;   7.7; 1021.20;    4.3;   91.00;    7.0;   -0.3;   -3.4;eor
       3126;20231216;   10;  10.9;   3.6;    9;   0.0;   0;    1.800;   0;   7.4;   8.4; 1025.80;    8.0;   78.00;    9.1;    6.6;    5.4;eor
       3126;20231217;   10;  10.7;   3.5;    9;   0.0;   0;    5.800;   0;   4.8;   8.9; 1023.00;    8.4;   81.00;   10.5;    4.9;    0.3;eor
       3126;20231218;   10;  11.2;   2.9;    9;   0.0;   4;    1.800;   0;   5.5;   7.6; 1018.00;    5.7;   83.00;    7.9;    2.7;   -1.4;eor
       3126;20231219;   10;  10.5;   3.0;    9;   4.5;   6;    0.000;   0;   7.6;   8.6; 1006.80;    7.2;   85.00;    8.9;    5.3;    2.9;eor
       3126;20231220;   10;  15.6;   4.7;    9;   3.3;   6;    1.200;   0;   6.4;   7.8;  998.50;    6.0;   84.00;    7.7;    4.5;    2.2;eor
       3126;20231221;   10;  20.0;   6.9;    9;  10.7;   6;    0.000;   0;   6.8;   8.9;  981.40;    7.9;   82.00;   10.7;    4.9;    3.1;eor
       3126;20231222;   10;  20.3;   6.1;    9;  11.2;   6;    1.500;   0;   5.8;   6.7;  983.80;    3.8;   83.00;    6.2;    1.9;    0.5;eor
       3126;20231223;   10;  13.7;   3.6;    9;  13.2;   8;    0.000;   0;   6.2;   7.0;  991.80;    3.5;   89.00;    5.9;    1.4;    0.7;eor
       3126;20231224;   10;  17.6;   6.4;    9;   0.9;   6;    0.000;   0;   7.3;  10.9;  990.10;   10.5;   85.00;   13.2;    5.9;    5.3;eor
       3126;20231225;   10;  17.0;   5.2;    9;   4.1;   6;    0.300;   0;   7.3;  10.6;  993.20;   11.0;   81.00;   12.8;    8.9;    6.8;eor
       3126;20231226;   10;  15.8;   5.3;    9;   0.6;   6;    2.400;   0;   6.4;   9.0;  999.20;    9.1;   77.00;   11.7;    5.1;    3.1;eor
       3126;20231227;   10;  10.8;   2.9;    9;   0.0;   0;    0.700;   0;   5.5;   7.1; 1008.50;    4.8;   82.00;    8.1;    2.1;   -0.5;eor
       3126;20231228;   10;  10.0;   4.6;    9;   0.0;   0;    3.100;   0;   7.4;   8.0; 1001.50;    9.3;   69.00;   11.9;    7.8;    5.1;eor
       3126;20231229;   10;  15.2;   5.6;    9;   4.8;   6;    1.600;   0;   6.2;   8.7;  997.00;    9.7;   72.00;   11.5;    8.1;    5.7;eor
       3126;20231230;   10;  15.8;   4.0;    9;   0.0;   0;    1.100;   0;   6.7;   7.8; 1001.00;    6.8;   79.00;    8.7;    3.3;   -0.8;eor
       3126;20231231;   10;   7.8;   3.0;    9;   0.0;   6;    0.000;   0;   7.3;   7.7;  995.20;    5.7;   84.00;    9.1;    2.9;   -1.2;eor
       3126;20240101;   10;  10.9;   3.6;    9;   0.3;   6;    0.100;   0;   6.4;   7.7;  994.70;    6.7;   78.00;    8.9;    3.0;   -0.7;eor
       3126;20240102;   10;   9.1;   3.4;    9;  15.0;   6;    0.000;   0;   7.0;   8.7;  986.80;    5.8;   93.00;    8.7;    2.2;   -1.2;eor
       3126;20240103;   10;  15.9;   4.6;    9;   1.4;   6;    0.000;   0;   6.8;   9.1;  979.70;    9.7;   76.00;   11.7;    7.2;    3.9;eor
       3126;20240104;   10;  14.1;   3.6;    9;   1.2;   8;    0.000;   0;   7.7;   7.1;  989.30;    4.9;   80.00;    8.9;    2.2;    1.7;eor
       3126;20240105;   10;   6.8;   2.2;    9;   3.6;   6;    0.000;   0;   8.0;   7.2;  993.20;    3.1;   94.00;    4.3;    1.9;    1.2;eor
       3126;20240106;   10;   7.3;   2.5;    9;   1.9;   8;    0.000;   0;   8.0;   6.7;  999.70;    1.6;   96.00;    2.9;   -0.8;   -1.2;eor
       3126;20240107;   10;  11.1;   3.5;    9;   0.0;   7;    0.000;   2;   7.9;   4.3; 1012.80;   -1.4;   79.00;   -0.6;   -3.0;   -4.6;eor
       3126;20240108;   10;  11.6;   3.4;    9;   0.0;   0;    6.300;   2;   0.9;   2.7; 1022.50;   -5.2;   65.00;   -1.6;   -8.1;  -11.7;eor
       3126;20240109;   10;   4.8;   1.5;    9;   0.0;   0;    6.300;   2;   0.4;   2.7; 1026.30;   -7.7;   80.00;   -3.9;  -10.2;  -13.9;eor
       3126;20240110;   10;   3.7;   1.3;    9;   0.0;   0;    6.300;   2;   1.0;   2.7; 1022.60;   -7.6;   80.00;   -2.5;  -11.4;  -14.4;eor
       3126;20240111;   10;   6.9;   1.8;    9;   0.0;   6;    2.100;   2;   5.2;   4.0; 1021.10;   -4.7;   89.00;   -0.3;  -10.0;  -12.6;eor
       3126;20240112;   10;   8.3;   2.5;    9;   0.0;   8;    0.300;   2;   7.6;   5.8; 1018.70;    0.4;   92.00;    1.8;   -0.9;   -1.3;eor
       3126;20240113;   10;  13.7;   4.9;    9;   3.6;   8;    0.000;   1;   7.6;   6.4; 1006.90;    2.3;   88.00;    3.3;    1.6;    0.5;eor
       3126;20240114;   10;  13.1;   4.9;    9;   0.7;   8;    0.700;   0;   7.3;   6.4;  993.90;    2.5;   87.00;    3.7;    1.1;    0.2;eor
       3126;20240115;   10;  14.5;   5.9;    9;   0.9;   8;    0.200;   0;   6.3;   5.7;  986.10;    1.6;   83.00;    2.7;    0.6;   -0.6;eor
       3126;20240116;   10;  13.3;   4.1;    9;   0.0;   7;    1.900;   1;   5.5;   4.9;  995.30;    0.6;   77.00;    2.2;   -3.0;   -7.2;eor
       3126;20240117;   10;   6.7;   2.3;    9;   1.4;   7;    0.200;   1;   6.0;   4.5;  984.50;   -1.6;   83.00;    0.0;   -3.6;   -5.6;eor
       3126;20240118;   10;   6.4;   1.7;    9;   0.0;   0;    3.400;   2;   4.2;   4.6;  988.20;   -1.4;   84.00;    1.6;   -3.2;   -8.9;eor
       3126;20240119;   10;  11.6;   4.1;    9;   0.0;   0;    6.700;   2;   0.4;   4.3; 1005.90;   -0.9;   75.00;    1.6;   -4.4;   -6.6;eor
       3126;20240120;   10;  10.2;   3.1;    9;   0.0;   0;    6.400;   2;   2.0;   4.5; 1016.20;   -0.6;   77.00;    3.4;   -5.9;  -11.6;eor
       3126;20240121;   10;  13.4;   4.1;    9;   0.0;   6;    0.300;   1;   6.8;   4.1; 1013.10;   -0.3;   67.00;    5.4;   -6.2;  -11.2;eor
       3126;20240122;   10;  15.2;   6.0;    9;   3.4;   6;    0.000;   1;   6.3;   7.9;  999.80;    7.3;   77.00;   10.1;    4.3;    2.1;eor
       3126;20240123;   10;  13.9;   5.5;    9;   2.0;   6;    4.400;   1;   5.7;   7.3; 1008.70;    6.4;   76.00;    8.6;    4.5;    2.2;eor
       3126;20240124;   10;  23.4;   7.9;    9;   1.9;   6;    3.000;   0;   6.3;   9.0; 1003.20;   10.1;   73.00;   12.7;    7.6;    6.1;eor
       3126;20240125;   10;  15.5;   4.8;    9;   0.2;   6;    1.700;   0;   6.9;   7.6; 1014.00;    6.7;   77.00;    8.7;    2.5;   -1.6;eor
       3126;20240126;   10;  15.1;   4.1;    9;   3.8;   6;    0.100;   0;   6.6;   8.3; 1011.70;    6.6;   84.00;   11.9;    3.4;    1.8;eor
       3126;20240127;   10;  12.6;   3.7;    9;   0.0;   0;    7.200;   0;   3.7;   6.7; 1023.00;    5.2;   75.00;    8.7;    1.2;   -3.2;eor
       3126;20240128;   10;   7.5;   2.5;    9;   0.0;   0;    7.300;   0;   1.5;   5.7; 1023.00;    2.0;   82.00;    6.3;   -1.5;   -4.5;eor
       3126;20240129;   10;   6.7;   2.1;    9;   0.0;   0;    5.300;   0;   5.6;   6.0; 1018.20;    4.1;   73.00;   10.1;    0.8;   -2.0;eor
       3126;20240130;   10;   8.8;   1.6;    9;   0.0;   6;    3.000;   0;   5.9;   7.7; 1017.80;    5.5;   85.00;   11.2;   -0.3;   -2.3;eor
       3126;20240131;   10;  11.0;   3.1;    9;   0.1;   6;    0.000;   0;   7.5;   7.0; 1019.60;    5.5;   78.00;    9.0;    1.3;   -2.2;eor
       3126;20240201;   10;  11.7;   4.6;    9;   0.0;   6;    5.400;   0;   5.0;   7.4; 1014.90;    6.4;   76.00;    8.5;    4.5;    2.5;eor
       3126;20240202;   10;  14.4;   4.7;    9;   0.2;   6;    0.000;   0;   7.6;   7.8; 1013.90;    7.1;   77.00;    9.2;    4.8;    3.6;eor
       3126;20240203;   10;  12.6;   5.1;    9;   3.0;   6;    0.000;   0;   7.6;  10.6; 1009.80;    9.9;   87.00;   11.3;    7.4;    5.3;eor
       3126;20240204;   10;  17.3;   4.6;    9;   2.2;   6;    0.200;   0;   7.0;   9.0; 1005.80;    8.7;   80.00;   10.6;    7.5;    4.9;eor
       3126;20240205;   10;  16.7;   6.9;    9;   0.1;   6;    0.400;   0;   7.7;  10.0; 1002.20;   10.6;   78.00;   11.7;    9.4;    8.5;eor
       3126;20240206;   10;  16.4;   7.3;    9;   8.9;   6;    0.000;   0;   7.9;   9.3;  996.20;   10.3;   74.00;   11.6;    8.4;    7.2;eor
       3126;20240207;   10;  13.9;   3.5;    9;   0.4;   6;    0.000;   0;   7.1;   7.2;  992.90;    4.7;   84.00;   11.1;   -0.6;   -3.4;eor
       3126;20240208;   10;   6.0;   1.4;    9;  10.1;   8;    0.000;   0;   7.4;   6.2;  991.00;    1.5;   91.00;    4.8;   -1.1;   -3.5;eor
       3126;20240209;   10;   6.8;   2.5;    9;   4.4;   6;    0.500;   0;   7.6;   9.2;  980.30;    6.7;   92.00;   12.6;    1.0;    0.6;eor
       3126;20240210;   10;   5.3;   1.8;    9;   0.2;   6;    4.200;   0;   6.1;  11.3;  980.20;   10.4;   90.00;   14.2;    7.9;    5.9;eor
       3126;20240211;   10;   8.6;   2.0;    9;   3.2;   6;    0.000;   0;   7.8;  10.7;  981.00;    8.9;   94.00;    9.8;    7.9;    7.0;eor
       3126;20240212;   10;   9.1;   3.1;    9;   0.5;   6;    1.000;   0;   6.8;   9.0;  991.90;    7.9;   84.00;   10.4;    5.1;    2.6;eor
       3126;20240213;   10;   9.7;   3.1;    9;   0.1;   6;    5.200;   0;   4.9;   7.0; 1006.60;    5.7;   77.00;    9.4;    2.9;   -0.4;eor
       3126;20240214;   10;   8.7;   3.3;    9;   3.3;   6;    0.200;   0;   7.6;   9.3; 1006.80;    8.4;   83.00;   12.3;    3.6;    1.5;eor
       3126;20240215;   10;   7.7;   2.9;    9;   0.0;   6;    0.100;   0;   7.9;  12.0; 1006.70;   11.7;   87.00;   15.0;    9.3;    7.0;eor
       3126;20240216;   10;   8.8;   2.9;    9;   3.2;   6;    0.500;   0;   7.4;  11.8; 1004.20;   12.0;   84.00;   16.7;    8.5;    6.9;eor
       3126;20240217;   10;  10.6;   2.9;    9;   0.0;   0;    3.800;   0;   4.8;   9.0; 1017.90;    8.6;   81.00;   12.2;    1.0;   -2.3;eor
       3126;20240218;   10;  10.2;   3.0;    9;   7.5;   6;    0.900;   0;   6.4;   8.8; 1016.50;    7.1;   86.00;   12.4;    0.8;   -2.6;eor
       3126;20240219;   10;  14.5;   4.7;    9;   1.1;   6;    1.600;   0;   7.7;   9.8; 1010.00;    8.8;   86.00;   11.2;    6.6;    5.9;eor
       3126;20240220;   10;  11.6;   3.8;    9;   0.9;   6;    2.800;   0;   7.4;   8.9; 1013.30;    8.6;   80.00;   10.6;    7.0;    5.6;eor
