Site_Tn,location,transect,date,ID,cam_ID,start_time,top1,det_conf_mean,track_ID_imgs,top1_imgs,top1_prob_mean,top1_prob_weighted
WED_3,WED,3,2024-07-11,cam36_4,seppi-cam36,2024-07-11T13:18:12Z,none_bg,0.8,3,2,0.84,0.56
WED_3,WED,3,2024-07-11,cam36_1091,seppi-cam36,2024-07-11T13:38:07Z,fly_sarco,0.92,20,15,0.51,0.38
WED_3,WED,3,2024-07-11,cam36_2044,seppi-cam36,2024-07-11T14:39:33Z,fly_small,0.65,5,5,0.91,0.91
WED_3,WED,3,2024-07-11,cam36_2045,seppi-cam36,2024-07-11T14:39:54Z,fly_small,0.54,14,13,0.88,0.82
WED_3,WED,3,2024-07-11,cam36_2056,seppi-cam36,2024-07-11T14:41:28Z,fly_small,0.7,28,28,0.89,0.89
WED_3,WED,3,2024-07-11,cam36_2059,seppi-cam36,2024-07-11T14:56:10Z,fly_small,0.69,19,19,0.87,0.87
WED_3,WED,3,2024-07-11,cam36_2063,seppi-cam36,2024-07-11T15:06:54Z,fly_sarco,0.87,15,11,0.68,0.5
WED_3,WED,3,2024-07-11,cam36_2182,seppi-cam36,2024-07-11T15:48:47Z,none_dirt,0.63,5,5,0.82,0.82
WED_3,WED,3,2024-07-11,cam36_2190,seppi-cam36,2024-07-11T16:01:36Z,beetle_cocci,0.88,12,12,0.88,0.88
WED_3,WED,3,2024-07-11,cam36_2196,seppi-cam36,2024-07-11T16:10:23Z,fly_small,0.58,13,9,0.52,0.36
WED_3,WED,3,2024-07-11,cam36_2203,seppi-cam36,2024-07-11T16:10:38Z,none_bg,0.63,5,3,0.84,0.5
WED_3,WED,3,2024-07-11,cam36_2204,seppi-cam36,2024-07-11T16:10:48Z,none_dirt,0.58,8,4,0.8,0.4
WED_3,WED,3,2024-07-11,cam36_2205,seppi-cam36,2024-07-11T16:11:07Z,none_dirt,0.68,21,19,0.88,0.8
WED_3,WED,3,2024-07-11,cam36_2216,seppi-cam36,2024-07-11T16:12:48Z,hfly_eupeo,0.81,38,38,0.92,0.92
WED_3,WED,3,2024-07-11,cam36_2223,seppi-cam36,2024-07-11T16:13:47Z,fly,0.87,14,12,0.82,0.7
WED_3,WED,3,2024-07-11,cam36_2226,seppi-cam36,2024-07-11T16:15:40Z,hfly_episyr,0.65,10,10,0.87,0.87
WED_3,WED,3,2024-07-11,cam36_2248,seppi-cam36,2024-07-11T17:03:29Z,fly,0.88,5,4,0.74,0.59
WED_3,WED,3,2024-07-11,cam36_2260,seppi-cam36,2024-07-11T17:10:20Z,bee,0.8,10,7,0.57,0.4
WED_3,WED,3,2024-07-11,cam36_2267,seppi-cam36,2024-07-11T17:18:50Z,fly_sarco,0.84,8,3,0.77,0.29
WED_3,WED,3,2024-07-11,cam36_2277,seppi-cam36,2024-07-11T17:42:14Z,fly,0.92,4,2,0.92,0.46
WED_3,WED,3,2024-07-11,cam36_2292,seppi-cam36,2024-07-11T17:47:19Z,fly,0.9,4,4,0.43,0.43
STP_1,STP,1,2024-07-14,cam36_21,seppi-cam36,2024-07-14T09:51:55Z,fly,0.86,22,17,0.71,0.55
STP_1,STP,1,2024-07-14,cam36_35,seppi-cam36,2024-07-14T09:54:35Z,bee,0.9,26,17,0.59,0.39
STP_1,STP,1,2024-07-14,cam36_47,seppi-cam36,2024-07-14T09:55:17Z,bee,0.84,7,5,0.8,0.57
STP_1,STP,1,2024-07-14,cam36_129,seppi-cam36,2024-07-14T10:11:14Z,bee,0.87,11,10,0.89,0.81
STP_1,STP,1,2024-07-14,cam36_238,seppi-cam36,2024-07-14T10:21:26Z,bee,0.83,7,7,0.9,0.9
STP_1,STP,1,2024-07-14,cam36_263,seppi-cam36,2024-07-14T10:21:35Z,bee,0.87,4,4,0.89,0.89
STP_1,STP,1,2024-07-14,cam36_893,seppi-cam36,2024-07-14T10:37:57Z,none_dirt,0.58,6,4,0.74,0.49
STP_1,STP,1,2024-07-14,cam36_916,seppi-cam36,2024-07-14T10:38:04Z,none_dirt,0.55,9,9,0.88,0.88
STP_1,STP,1,2024-07-14,cam36_1489,seppi-cam36,2024-07-14T10:47:12Z,fly,0.92,18,16,0.71,0.63
STP_1,STP,1,2024-07-14,cam36_1544,seppi-cam36,2024-07-14T11:06:53Z,none_dirt,0.55,3,3,0.9,0.9
STP_1,STP,1,2024-07-14,cam36_1553,seppi-cam36,2024-07-14T11:08:10Z,none_dirt,0.61,4,4,0.92,0.92
STP_1,STP,1,2024-07-14,cam36_1554,seppi-cam36,2024-07-14T11:08:16Z,none_bg,0.56,3,2,0.75,0.5
STP_1,STP,1,2024-07-14,cam36_1558,seppi-cam36,2024-07-14T11:08:24Z,none_dirt,0.66,5,4,0.92,0.74
STP_1,STP,1,2024-07-14,cam36_1617,seppi-cam36,2024-07-14T11:13:50Z,none_bg,0.85,3,2,0.9,0.6
STP_1,STP,1,2024-07-14,cam36_1641,seppi-cam36,2024-07-14T11:14:08Z,none_dirt,0.86,3,2,0.9,0.6
STP_1,STP,1,2024-07-14,cam36_1652,seppi-cam36,2024-07-14T11:19:08Z,none_dirt,0.68,4,3,0.78,0.58
STP_1,STP,1,2024-07-14,cam36_1659,seppi-cam36,2024-07-14T11:19:09Z,fly_small,0.78,3,3,0.88,0.88
STP_1,STP,1,2024-07-14,cam36_1667,seppi-cam36,2024-07-14T11:21:50Z,none_dirt,0.67,3,3,0.79,0.79
STP_1,STP,1,2024-07-14,cam36_1673,seppi-cam36,2024-07-14T11:24:17Z,none_dirt,0.52,6,6,0.9,0.9
STP_1,STP,1,2024-07-14,cam36_1912,seppi-cam36,2024-07-14T11:27:39Z,none_dirt,0.53,6,6,0.88,0.88
STP_1,STP,1,2024-07-14,cam36_1929,seppi-cam36,2024-07-14T11:29:03Z,none_dirt,0.55,3,3,0.9,0.9
STP_1,STP,1,2024-07-14,cam36_1956,seppi-cam36,2024-07-14T11:29:35Z,none_dirt,0.64,16,16,0.85,0.85
STP_1,STP,1,2024-07-14,cam36_1974,seppi-cam36,2024-07-14T11:30:17Z,none_dirt,0.54,4,4,0.89,0.89
STP_1,STP,1,2024-07-14,cam36_2101,seppi-cam36,2024-07-14T11:36:24Z,bee,0.91,13,13,0.9,0.9
STP_1,STP,1,2024-07-14,cam36_2160,seppi-cam36,2024-07-14T11:41:58Z,none_bg,0.76,3,3,0.9,0.9
STP_1,STP,1,2024-07-14,cam36_2711,seppi-cam36,2024-07-14T11:54:19Z,none_bg,0.53,5,3,0.71,0.43
STP_1,STP,1,2024-07-14,cam36_2805,seppi-cam36,2024-07-14T12:21:27Z,fly_small,0.79,12,9,0.68,0.51
STP_1,STP,1,2024-07-14,cam36_2811,seppi-cam36,2024-07-14T12:22:15Z,fly,0.89,11,11,0.8,0.8
STP_1,STP,1,2024-07-14,cam36_2814,seppi-cam36,2024-07-14T12:25:37Z,beetle_cocci,0.87,13,13,0.89,0.89
STP_1,STP,1,2024-07-14,cam36_2839,seppi-cam36,2024-07-14T12:38:37Z,fly,0.86,24,17,0.72,0.51
STP_1,STP,1,2024-07-14,cam36_2865,seppi-cam36,2024-07-14T12:44:17Z,bug,0.9,23,15,0.35,0.23
STP_1,STP,1,2024-07-14,cam36_3274,seppi-cam36,2024-07-14T12:57:55Z,none_dirt,0.68,18,9,0.74,0.37
STP_1,STP,1,2024-07-14,cam36_3761,seppi-cam36,2024-07-14T13:10:03Z,bee,0.89,9,9,0.87,0.87
STP_1,STP,1,2024-07-14,cam36_3766,seppi-cam36,2024-07-14T13:15:21Z,none_dirt,0.75,5,4,0.63,0.5
STP_1,STP,1,2024-07-14,cam36_3772,seppi-cam36,2024-07-14T13:21:27Z,none_bg,0.74,65,54,0.71,0.59
STP_1,STP,1,2024-07-14,cam36_3807,seppi-cam36,2024-07-14T13:36:06Z,beetle_cocci,0.85,21,21,0.91,0.91
STP_1,STP,1,2024-07-14,cam36_3839,seppi-cam36,2024-07-14T14:05:41Z,fly,0.92,46,44,0.87,0.83
STP_1,STP,1,2024-07-14,cam36_3847,seppi-cam36,2024-07-14T14:18:06Z,fly,0.87,178,137,0.7,0.54
STP_1,STP,1,2024-07-14,cam36_3876,seppi-cam36,2024-07-14T14:20:34Z,fly_small,0.58,11,7,0.63,0.4
STP_1,STP,1,2024-07-14,cam36_3882,seppi-cam36,2024-07-14T14:21:10Z,none_dirt,0.84,521,483,0.83,0.77
STP_1,STP,1,2024-07-14,cam36_3940,seppi-cam36,2024-07-14T14:53:56Z,none_dirt,0.73,4,3,0.88,0.66
STP_1,STP,1,2024-07-14,cam36_3941,seppi-cam36,2024-07-14T14:54:05Z,none_dirt,0.57,163,117,0.45,0.32
STP_1,STP,1,2024-07-14,cam36_3953,seppi-cam36,2024-07-14T14:54:16Z,none_dirt,0.7,14,10,0.85,0.61
STP_1,STP,1,2024-07-14,cam36_3997,seppi-cam36,2024-07-14T14:57:03Z,none_dirt,0.64,10,6,0.72,0.43
STP_1,STP,1,2024-07-14,cam36_3998,seppi-cam36,2024-07-14T14:57:18Z,none_dirt,0.64,58,29,0.66,0.33
STP_1,STP,1,2024-07-14,cam36_4011,seppi-cam36,2024-07-14T14:58:24Z,none_dirt,0.75,47,47,0.91,0.91
STP_1,STP,1,2024-07-14,cam36_4015,seppi-cam36,2024-07-14T15:11:36Z,none_dirt,0.86,35,18,0.7,0.36
STP_1,STP,1,2024-07-14,cam36_4016,seppi-cam36,2024-07-14T15:12:13Z,none_dirt,0.76,6,5,0.86,0.72
STP_1,STP,1,2024-07-14,cam36_4018,seppi-cam36,2024-07-14T15:12:20Z,none_bg,0.75,3,3,0.9,0.9
STP_1,STP,1,2024-07-14,cam36_4022,seppi-cam36,2024-07-14T15:20:08Z,none_bg,0.72,3,3,0.89,0.89
STP_1,STP,1,2024-07-14,cam36_4047,seppi-cam36,2024-07-14T15:23:09Z,none_dirt,0.75,143,97,0.78,0.53
STP_1,STP,1,2024-07-14,cam36_4049,seppi-cam36,2024-07-14T15:23:49Z,none_bg,0.57,11,7,0.57,0.36
STP_1,STP,1,2024-07-14,cam36_4050,seppi-cam36,2024-07-14T15:24:14Z,none_dirt,0.69,3,3,0.9,0.9
STP_1,STP,1,2024-07-14,cam36_4054,seppi-cam36,2024-07-14T15:25:22Z,fly,0.87,17,14,0.68,0.56
STP_1,STP,1,2024-07-14,cam36_4056,seppi-cam36,2024-07-14T15:25:36Z,fly_small,0.82,33,31,0.85,0.8
STP_1,STP,1,2024-07-14,cam36_4057,seppi-cam36,2024-07-14T15:25:40Z,fly,0.85,11,6,0.8,0.44
STP_1,STP,1,2024-07-14,cam36_4061,seppi-cam36,2024-07-14T15:26:08Z,fly,0.76,22,14,0.85,0.54
STP_1,STP,1,2024-07-14,cam36_4068,seppi-cam36,2024-07-14T15:27:21Z,none_bird,0.87,4,3,0.26,0.2
STP_1,STP,1,2024-07-14,cam36_4122,seppi-cam36,2024-07-14T15:46:06Z,fly,0.89,60,53,0.84,0.74
STP_1,STP,1,2024-07-14,cam36_4129,seppi-cam36,2024-07-14T15:47:15Z,none_dirt,0.76,3,2,0.91,0.61
STP_1,STP,1,2024-07-14,cam36_4131,seppi-cam36,2024-07-14T15:47:16Z,fly,0.86,16,15,0.8,0.75
STP_1,STP,1,2024-07-14,cam36_4133,seppi-cam36,2024-07-14T15:48:03Z,fly,0.83,4,4,0.9,0.9
JEP_2,JEP,2,2024-07-18,cam36_13,seppi-cam36,2024-07-18T10:07:04Z,none_shadow,0.71,12,10,0.82,0.68
JEP_2,JEP,2,2024-07-18,cam36_17,seppi-cam36,2024-07-18T10:07:24Z,hfly_sphaero,0.89,5,2,0.9,0.36
JEP_2,JEP,2,2024-07-18,cam36_28,seppi-cam36,2024-07-18T10:09:12Z,fly,0.89,4,3,0.64,0.48
JEP_2,JEP,2,2024-07-18,cam36_109,seppi-cam36,2024-07-18T10:40:38Z,none_dirt,0.54,14,13,0.75,0.7
JEP_2,JEP,2,2024-07-18,cam36_116,seppi-cam36,2024-07-18T10:42:55Z,bee,0.89,9,5,0.82,0.46
JEP_2,JEP,2,2024-07-18,cam36_231,seppi-cam36,2024-07-18T11:04:34Z,beetle,0.82,65,57,0.8,0.7
JEP_2,JEP,2,2024-07-18,cam36_271,seppi-cam36,2024-07-18T11:10:06Z,fly_sarco,0.94,103,100,0.78,0.76
JEP_2,JEP,2,2024-07-18,cam36_303,seppi-cam36,2024-07-18T11:15:21Z,fly,0.9,11,10,0.78,0.71
JEP_2,JEP,2,2024-07-18,cam36_305,seppi-cam36,2024-07-18T11:15:35Z,fly,0.92,14,7,0.42,0.21
JEP_2,JEP,2,2024-07-18,cam36_306,seppi-cam36,2024-07-18T11:15:53Z,fly,0.92,13,8,0.61,0.38
JEP_2,JEP,2,2024-07-18,cam36_307,seppi-cam36,2024-07-18T11:16:10Z,fly,0.88,137,49,0.69,0.25
JEP_2,JEP,2,2024-07-18,cam36_311,seppi-cam36,2024-07-18T11:18:37Z,fly,0.76,4,3,0.83,0.62
JEP_2,JEP,2,2024-07-18,cam36_312,seppi-cam36,2024-07-18T11:18:59Z,bug,0.9,47,27,0.62,0.36
JEP_2,JEP,2,2024-07-18,cam36_314,seppi-cam36,2024-07-18T11:19:53Z,fly,0.93,17,8,0.77,0.36
JEP_2,JEP,2,2024-07-18,cam36_421,seppi-cam36,2024-07-18T11:51:16Z,fly_small,0.89,35,31,0.66,0.58
JEP_2,JEP,2,2024-07-18,cam36_424,seppi-cam36,2024-07-18T11:51:38Z,fly_sarco,0.92,13,12,0.89,0.82
JEP_2,JEP,2,2024-07-18,cam36_438,seppi-cam36,2024-07-18T11:51:56Z,none_dirt,0.91,33,10,0.46,0.14
JEP_2,JEP,2,2024-07-18,cam36_445,seppi-cam36,2024-07-18T11:52:31Z,none_dirt,0.9,19,18,0.54,0.51
JEP_2,JEP,2,2024-07-18,cam36_447,seppi-cam36,2024-07-18T11:52:51Z,fly,0.93,3,3,0.64,0.64
JEP_2,JEP,2,2024-07-18,cam36_449,seppi-cam36,2024-07-18T11:52:56Z,fly,0.85,12,5,0.79,0.33
JEP_2,JEP,2,2024-07-18,cam36_459,seppi-cam36,2024-07-18T11:53:31Z,none_shadow,0.82,10,8,0.78,0.62
JEP_2,JEP,2,2024-07-18,cam36_471,seppi-cam36,2024-07-18T11:53:46Z,none_bg,0.88,7,4,0.46,0.26
JEP_2,JEP,2,2024-07-18,cam36_479,seppi-cam36,2024-07-18T11:53:59Z,none_dirt,0.92,13,12,0.71,0.66
JEP_2,JEP,2,2024-07-18,cam36_482,seppi-cam36,2024-07-18T11:54:13Z,fly,0.88,103,27,0.55,0.14
JEP_2,JEP,2,2024-07-18,cam36_501,seppi-cam36,2024-07-18T11:56:07Z,fly_sarco,0.96,7,6,0.79,0.68
JEP_2,JEP,2,2024-07-18,cam36_504,seppi-cam36,2024-07-18T11:56:15Z,none_dirt,0.89,7,3,0.56,0.24
JEP_2,JEP,2,2024-07-18,cam36_512,seppi-cam36,2024-07-18T11:56:25Z,fly,0.88,16,10,0.68,0.43
JEP_2,JEP,2,2024-07-18,cam36_516,seppi-cam36,2024-07-18T11:56:43Z,none_shadow,0.75,4,4,0.62,0.62
JEP_2,JEP,2,2024-07-18,cam36_536,seppi-cam36,2024-07-18T11:57:09Z,none_dirt,0.92,11,9,0.52,0.43
JEP_2,JEP,2,2024-07-18,cam36_541,seppi-cam36,2024-07-18T11:57:22Z,fly,0.89,4,3,0.36,0.27
JEP_2,JEP,2,2024-07-18,cam36_554,seppi-cam36,2024-07-18T11:57:29Z,fly,0.85,6,5,0.87,0.72
JEP_2,JEP,2,2024-07-18,cam36_560,seppi-cam36,2024-07-18T11:57:37Z,fly,0.93,3,3,0.72,0.72
JEP_2,JEP,2,2024-07-18,cam36_578,seppi-cam36,2024-07-18T11:57:45Z,none_dirt,0.92,14,13,0.69,0.64
JEP_2,JEP,2,2024-07-18,cam36_588,seppi-cam36,2024-07-18T11:58:02Z,fly,0.84,23,13,0.54,0.31
JEP_2,JEP,2,2024-07-18,cam36_597,seppi-cam36,2024-07-18T11:58:27Z,fly,0.86,3,2,0.89,0.59
JEP_2,JEP,2,2024-07-18,cam36_605,seppi-cam36,2024-07-18T11:58:31Z,fly,0.92,4,4,0.64,0.64
JEP_2,JEP,2,2024-07-18,cam36_607,seppi-cam36,2024-07-18T11:58:35Z,fly,0.89,3,3,0.87,0.87
JEP_2,JEP,2,2024-07-18,cam36_609,seppi-cam36,2024-07-18T11:58:40Z,none_dirt,0.92,7,3,0.41,0.18
JEP_2,JEP,2,2024-07-18,cam36_620,seppi-cam36,2024-07-18T11:58:49Z,none_dirt,0.89,16,6,0.36,0.14
JEP_2,JEP,2,2024-07-18,cam36_626,seppi-cam36,2024-07-18T11:59:07Z,fly_sarco,0.9,23,23,0.85,0.85
JEP_2,JEP,2,2024-07-18,cam36_650,seppi-cam36,2024-07-18T11:59:43Z,fly,0.89,9,8,0.79,0.7
JEP_2,JEP,2,2024-07-18,cam36_669,seppi-cam36,2024-07-18T12:00:14Z,fly,0.93,9,9,0.85,0.85
JEP_2,JEP,2,2024-07-18,cam36_672,seppi-cam36,2024-07-18T12:00:26Z,none_dirt,0.69,8,5,0.48,0.3
JEP_2,JEP,2,2024-07-18,cam36_678,seppi-cam36,2024-07-18T12:00:59Z,fly,0.88,12,4,0.53,0.18
JEP_2,JEP,2,2024-07-18,cam36_682,seppi-cam36,2024-07-18T12:01:11Z,fly,0.91,5,2,0.5,0.2
JEP_2,JEP,2,2024-07-18,cam36_687,seppi-cam36,2024-07-18T12:01:17Z,hfly_episyr,0.91,6,3,0.38,0.19
JEP_2,JEP,2,2024-07-18,cam36_689,seppi-cam36,2024-07-18T12:01:25Z,none_shadow,0.83,7,3,0.74,0.32
JEP_2,JEP,2,2024-07-18,cam36_694,seppi-cam36,2024-07-18T12:01:33Z,none_shadow,0.86,15,7,0.57,0.27
JEP_2,JEP,2,2024-07-18,cam36_706,seppi-cam36,2024-07-18T12:01:51Z,fly,0.88,11,11,0.86,0.86
JEP_2,JEP,2,2024-07-18,cam36_708,seppi-cam36,2024-07-18T12:02:03Z,fly,0.85,3,2,0.53,0.35
JEP_2,JEP,2,2024-07-18,cam36_717,seppi-cam36,2024-07-18T12:02:16Z,fly,0.93,45,30,0.6,0.4
JEP_2,JEP,2,2024-07-18,cam36_726,seppi-cam36,2024-07-18T12:03:06Z,fly,0.94,11,11,0.86,0.86
JEP_2,JEP,2,2024-07-18,cam36_731,seppi-cam36,2024-07-18T12:03:19Z,fly,0.92,7,6,0.77,0.66
JEP_2,JEP,2,2024-07-18,cam36_737,seppi-cam36,2024-07-18T12:03:28Z,none_bg,0.76,15,11,0.63,0.46
JEP_2,JEP,2,2024-07-18,cam36_744,seppi-cam36,2024-07-18T12:03:52Z,none_dirt,0.88,7,5,0.5,0.36
JEP_2,JEP,2,2024-07-18,cam36_748,seppi-cam36,2024-07-18T12:04:02Z,fly,0.91,5,4,0.65,0.52
JEP_2,JEP,2,2024-07-18,cam36_760,seppi-cam36,2024-07-18T12:04:11Z,none_dirt,0.87,12,7,0.81,0.47
JEP_2,JEP,2,2024-07-18,cam36_783,seppi-cam36,2024-07-18T12:05:19Z,fly,0.86,11,3,0.85,0.23
JEP_2,JEP,2,2024-07-18,cam36_789,seppi-cam36,2024-07-18T12:05:32Z,none_bg,0.6,4,4,0.92,0.92
JEP_2,JEP,2,2024-07-18,cam36_794,seppi-cam36,2024-07-18T12:05:55Z,fly,0.91,19,19,0.86,0.86
JEP_2,JEP,2,2024-07-18,cam36_804,seppi-cam36,2024-07-18T12:06:16Z,fly,0.84,14,6,0.84,0.36
JEP_2,JEP,2,2024-07-18,cam36_810,seppi-cam36,2024-07-18T12:06:33Z,fly,0.96,13,13,0.82,0.82
JEP_2,JEP,2,2024-07-18,cam36_813,seppi-cam36,2024-07-18T12:06:47Z,bee_bombus,0.9,17,13,0.43,0.33
JEP_2,JEP,2,2024-07-18,cam36_817,seppi-cam36,2024-07-18T12:07:05Z,none_shadow,0.9,8,5,0.57,0.36
JEP_2,JEP,2,2024-07-18,cam36_822,seppi-cam36,2024-07-18T12:07:15Z,fly,0.86,5,3,0.72,0.43
JEP_2,JEP,2,2024-07-18,cam36_835,seppi-cam36,2024-07-18T12:07:34Z,none_shadow,0.71,6,4,0.65,0.43
JEP_2,JEP,2,2024-07-18,cam36_842,seppi-cam36,2024-07-18T12:07:41Z,none_shadow,0.88,12,6,0.38,0.19
JEP_2,JEP,2,2024-07-18,cam36_846,seppi-cam36,2024-07-18T12:08:13Z,fly_small,0.92,14,9,0.42,0.27
JEP_2,JEP,2,2024-07-18,cam36_860,seppi-cam36,2024-07-18T12:08:27Z,fly,0.93,29,12,0.68,0.28
JEP_2,JEP,2,2024-07-18,cam36_873,seppi-cam36,2024-07-18T12:09:00Z,fly,0.92,8,4,0.42,0.21
JEP_2,JEP,2,2024-07-18,cam36_885,seppi-cam36,2024-07-18T12:09:10Z,fly_sarco,0.9,13,9,0.72,0.5
JEP_2,JEP,2,2024-07-18,cam36_895,seppi-cam36,2024-07-18T12:09:25Z,none_shadow,0.83,7,4,0.57,0.33
JEP_2,JEP,2,2024-07-18,cam36_899,seppi-cam36,2024-07-18T12:09:34Z,fly,0.92,3,3,0.58,0.58
JEP_2,JEP,2,2024-07-18,cam36_908,seppi-cam36,2024-07-18T12:09:38Z,fly,0.91,9,5,0.73,0.41
JEP_2,JEP,2,2024-07-18,cam36_911,seppi-cam36,2024-07-18T12:09:50Z,none_dirt,0.92,13,9,0.66,0.46
JEP_2,JEP,2,2024-07-18,cam36_917,seppi-cam36,2024-07-18T12:10:04Z,fly,0.88,14,4,0.71,0.2
JEP_2,JEP,2,2024-07-18,cam36_935,seppi-cam36,2024-07-18T12:10:25Z,fly,0.91,3,3,0.88,0.88
JEP_2,JEP,2,2024-07-18,cam36_951,seppi-cam36,2024-07-18T12:10:30Z,fly_sarco,0.86,11,9,0.41,0.34
JEP_2,JEP,2,2024-07-18,cam36_968,seppi-cam36,2024-07-18T12:10:44Z,fly_sarco,0.89,32,20,0.78,0.49
JEP_2,JEP,2,2024-07-18,cam36_971,seppi-cam36,2024-07-18T12:11:21Z,fly,0.96,3,3,0.91,0.91
JEP_2,JEP,2,2024-07-18,cam36_982,seppi-cam36,2024-07-18T12:11:25Z,fly,0.92,7,4,0.57,0.33
JEP_2,JEP,2,2024-07-18,cam36_985,seppi-cam36,2024-07-18T12:11:33Z,fly_sarco,0.89,3,2,0.66,0.44
JEP_2,JEP,2,2024-07-18,cam36_987,seppi-cam36,2024-07-18T12:11:40Z,fly,0.9,5,4,0.72,0.58
JEP_2,JEP,2,2024-07-18,cam36_996,seppi-cam36,2024-07-18T12:11:46Z,bee_bombus,0.92,3,3,0.38,0.38
JEP_2,JEP,2,2024-07-18,cam36_998,seppi-cam36,2024-07-18T12:11:49Z,fly,0.9,5,3,0.38,0.23
JEP_2,JEP,2,2024-07-18,cam36_1001,seppi-cam36,2024-07-18T12:11:55Z,fly,0.9,5,3,0.58,0.35
JEP_2,JEP,2,2024-07-18,cam36_1009,seppi-cam36,2024-07-18T12:12:01Z,none_dirt,0.88,4,2,0.79,0.4
JEP_2,JEP,2,2024-07-18,cam36_1012,seppi-cam36,2024-07-18T12:12:06Z,none_dirt,0.92,7,7,0.61,0.61
JEP_2,JEP,2,2024-07-18,cam36_1021,seppi-cam36,2024-07-18T12:12:14Z,fly,0.93,16,9,0.69,0.39
JEP_2,JEP,2,2024-07-18,cam36_1025,seppi-cam36,2024-07-18T12:12:32Z,none_dirt,0.89,3,1,0.45,0.15
JEP_2,JEP,2,2024-07-18,cam36_1035,seppi-cam36,2024-07-18T12:12:47Z,fly_sarco,0.9,3,2,0.85,0.57
JEP_2,JEP,2,2024-07-18,cam36_1043,seppi-cam36,2024-07-18T12:12:52Z,fly,0.94,14,8,0.6,0.34
JEP_2,JEP,2,2024-07-18,cam36_1054,seppi-cam36,2024-07-18T12:13:13Z,fly,0.92,8,7,0.62,0.54
JEP_2,JEP,2,2024-07-18,cam36_1066,seppi-cam36,2024-07-18T12:13:22Z,fly_sarco,0.89,4,3,0.56,0.42
JEP_2,JEP,2,2024-07-18,cam36_1073,seppi-cam36,2024-07-18T12:13:28Z,fly,0.86,3,2,0.61,0.41
JEP_2,JEP,2,2024-07-18,cam36_1075,seppi-cam36,2024-07-18T12:13:32Z,none_shadow,0.9,5,2,0.32,0.13
JEP_2,JEP,2,2024-07-18,cam36_1098,seppi-cam36,2024-07-18T12:13:50Z,fly,0.86,10,8,0.78,0.62
JEP_2,JEP,2,2024-07-18,cam36_1102,seppi-cam36,2024-07-18T12:14:01Z,bee_bombus,0.92,4,2,0.26,0.13
JEP_2,JEP,2,2024-07-18,cam36_1115,seppi-cam36,2024-07-18T12:14:07Z,fly,0.92,3,2,0.74,0.49
JEP_2,JEP,2,2024-07-18,cam36_1117,seppi-cam36,2024-07-18T12:14:11Z,none_shadow,0.89,6,4,0.68,0.45
JEP_2,JEP,2,2024-07-18,cam36_1123,seppi-cam36,2024-07-18T12:14:22Z,fly,0.9,12,6,0.53,0.26
JEP_2,JEP,2,2024-07-18,cam36_1126,seppi-cam36,2024-07-18T12:14:35Z,fly,0.88,8,8,0.76,0.76
JEP_2,JEP,2,2024-07-18,cam36_1128,seppi-cam36,2024-07-18T12:14:43Z,fly,0.93,12,12,0.84,0.84
JEP_2,JEP,2,2024-07-18,cam36_1131,seppi-cam36,2024-07-18T12:14:57Z,fly,0.89,14,8,0.74,0.42
JEP_2,JEP,2,2024-07-18,cam36_1140,seppi-cam36,2024-07-18T12:15:13Z,fly,0.9,8,8,0.79,0.79
JEP_2,JEP,2,2024-07-18,cam36_1146,seppi-cam36,2024-07-18T12:15:22Z,none_dirt,0.92,8,6,0.42,0.32
JEP_2,JEP,2,2024-07-18,cam36_1147,seppi-cam36,2024-07-18T12:15:31Z,none_shadow,0.92,14,7,0.39,0.2
JEP_2,JEP,2,2024-07-18,cam36_1152,seppi-cam36,2024-07-18T12:15:45Z,none_shadow,0.91,4,3,0.51,0.38
JEP_2,JEP,2,2024-07-18,cam36_1158,seppi-cam36,2024-07-18T12:16:06Z,none_bg,0.89,6,1,0.9,0.15
JEP_2,JEP,2,2024-07-18,cam36_1172,seppi-cam36,2024-07-18T12:16:15Z,fly,0.94,4,2,0.85,0.42
JEP_2,JEP,2,2024-07-18,cam36_1182,seppi-cam36,2024-07-18T12:16:24Z,none_shadow,0.84,13,9,0.67,0.46
JEP_2,JEP,2,2024-07-18,cam36_1195,seppi-cam36,2024-07-18T12:16:37Z,fly,0.94,12,9,0.64,0.48
JEP_2,JEP,2,2024-07-18,cam36_1215,seppi-cam36,2024-07-18T12:16:54Z,fly,0.88,11,7,0.67,0.43
JEP_2,JEP,2,2024-07-18,cam36_1220,seppi-cam36,2024-07-18T12:17:06Z,none_shadow,0.81,14,10,0.49,0.35
JEP_2,JEP,2,2024-07-18,cam36_1253,seppi-cam36,2024-07-18T12:17:47Z,fly,0.95,3,3,0.59,0.59
JEP_2,JEP,2,2024-07-18,cam36_1257,seppi-cam36,2024-07-18T12:17:54Z,lepi,0.87,6,3,0.37,0.18
JEP_2,JEP,2,2024-07-18,cam36_1260,seppi-cam36,2024-07-18T12:18:12Z,none_dirt,0.89,5,2,0.46,0.18
JEP_2,JEP,2,2024-07-18,cam36_1266,seppi-cam36,2024-07-18T12:18:19Z,hfly_episyr,0.9,12,5,0.42,0.18
JEP_2,JEP,2,2024-07-18,cam36_1279,seppi-cam36,2024-07-18T12:18:35Z,fly,0.95,7,7,0.71,0.71
JEP_2,JEP,2,2024-07-18,cam36_1295,seppi-cam36,2024-07-18T12:18:46Z,fly,0.91,3,2,0.55,0.37
