"Site","Site_type","Transect","Plant_sp","Plot_Cover","Relative_cover_transect","Floral_simpson_index","Floral_shannon_index","Floral_species_richness","average_flower_cover"
"DES","Reference","T5","Trifolium pratense",32.95,0.0872260423191286,0.0571375986996318,0.163466488019024,12,29.3772727272727
"DES","Reference","T5","Trifolium pratense",32.95,0.0872260423191286,0.0419003647873148,0.123013018434062,12,29.3772727272727
"DES","Reference","T5","Centaurea jacea",43.6,0.00853155429931087,0.0249041220028003,0.0811113391318244,12,29.3772727272727
"DES","Reference","T5","Centaurea jacea",43.6,0.00853155429931087,0.0571375986996318,0.163466488019024,12,29.3772727272727
"DES","Reference","T5","Centaurea jacea",43.6,0.00853155429931087,0.0419003647873148,0.123013018434062,12,29.3772727272727
"DES","Reference","T5","Crepis biennis",43.6,0.00656434458425654,0.0249041220028003,0.0811113391318244,12,29.3772727272727
"DES","Reference","T5","Crepis biennis",43.6,0.00656434458425654,0.0571375986996318,0.163466488019024,12,29.3772727272727
"DES","Reference","T5","Crepis biennis",43.6,0.00656434458425654,0.0419003647873148,0.123013018434062,12,29.3772727272727
"DES","Reference","T5","Crepis capillaris",43.6,0.036419468915419,0.0249041220028003,0.0811113391318244,12,29.3772727272727
"DES","Reference","T5","Crepis capillaris",43.6,0.036419468915419,0.0571375986996318,0.163466488019024,12,29.3772727272727
"DES","Reference","T5","Crepis capillaris",43.6,0.036419468915419,0.0419003647873148,0.123013018434062,12,29.3772727272727
"DES","Reference","T5","Daucus carota",43.6,0.726156851729345,0.0249041220028003,0.0811113391318244,12,29.3772727272727
"DES","Reference","T5","Daucus carota",43.6,0.726156851729345,0.0571375986996318,0.163466488019024,12,29.3772727272727
"DES","Reference","T5","Daucus carota",43.6,0.726156851729345,0.0419003647873148,0.123013018434062,12,29.3772727272727
"DES","Reference","T5","Dianthus deltoides",43.6,0.0356900730997554,0.0249041220028003,0.0811113391318244,12,29.3772727272727
"DES","Reference","T5","Dianthus deltoides",43.6,0.0356900730997554,0.0571375986996318,0.163466488019024,12,29.3772727272727
"DES","Reference","T5","Dianthus deltoides",43.6,0.0356900730997554,0.0419003647873148,0.123013018434062,12,29.3772727272727
"DES","Reference","T5","Galium album",43.6,0.0339483909685716,0.0249041220028003,0.0811113391318244,12,29.3772727272727
"DES","Reference","T5","Galium album",43.6,0.0339483909685716,0.0571375986996318,0.163466488019024,12,29.3772727272727
"DES","Reference","T5","Galium album",43.6,0.0339483909685716,0.0419003647873148,0.123013018434062,12,29.3772727272727
"DES","Reference","T5","Lotus corniculatus",43.6,0.0149509279071487,0.0249041220028003,0.0811113391318244,12,29.3772727272727
"DES","Reference","T5","Lotus corniculatus",43.6,0.0149509279071487,0.0571375986996318,0.163466488019024,12,29.3772727272727
"DES","Reference","T5","Lotus corniculatus",43.6,0.0149509279071487,0.0419003647873148,0.123013018434062,12,29.3772727272727
"DES","Reference","T5","Trifolium pratense",43.6,0.0872260423191286,0.0249041220028003,0.0811113391318244,12,29.3772727272727
"DES","Reference","T5","Trifolium pratense",43.6,0.0872260423191286,0.0571375986996318,0.163466488019024,12,29.3772727272727
"DES","Reference","T5","Trifolium pratense",43.6,0.0872260423191286,0.0419003647873148,0.123013018434062,12,29.3772727272727
"HLI","Reference","T1","Agrimonia eupatoria",13.8,0.0181159420289855,0.117187837544929,0.301243087167304,7,8.27876712328767
"HLI","Reference","T1","Agrimonia eupatoria",13.8,0.0181159420289855,0.349929209770425,0.765013322149495,7,8.27876712328767
"HLI","Reference","T1","Agrimonia eupatoria",13.8,0.0181159420289855,0.10491305854553,0.284553269791339,7,8.27876712328767
"HLI","Reference","T1","Daucus carota",13.8,0.524768613275294,0.117187837544929,0.301243087167304,7,8.27876712328767
"HLI","Reference","T1","Daucus carota",13.8,0.524768613275294,0.349929209770425,0.765013322149495,7,8.27876712328767
"HLI","Reference","T1","Daucus carota",13.8,0.524768613275294,0.10491305854553,0.284553269791339,7,8.27876712328767
"HLI","Reference","T1","Plantago lanceolata",13.8,0.0835324157646443,0.117187837544929,0.301243087167304,7,8.27876712328767
