taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
9862345	BOLD:ACR1559	9862345	BOLD:ACR1559	9	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Hyposoter	1291528	Hyposoter caedator	1291652	
10042718	BOLD:AAI1452	10042718	BOLD:AAI1452	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Mesochorus	1300498			
9880382	BOLD:ACC1633	9880382	BOLD:ACC1633	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Mymaridae	9444	Anagrus	1368281			
10354364	BOLD:ACF6346	10354364	BOLD:ACF6346	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ceraphronidae	4338					
4490320	Hoplocampoides xylostei (Vallot, 1836)	4490320	Hoplocampoides xylostei (Vallot, 1836)	23	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Tenthredinidae	7918	Hoplocampoides	8833696	Hoplocampoides xylostei	4490320	NE
1276808	Notopygus	1276808	Notopygus	12	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Notopygus	1276808			
10113853	BOLD:ACV9871	10113853	BOLD:ACV9871	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457							
9955603	BOLD:ACD5279	9955603	BOLD:ACD5279	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Zele	1252248	Zele deceptor	1252254	
1281738	Phytodietus geniculatus Thomson, 1877	1281738	Phytodietus geniculatus Thomson, 1877	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Phytodietus	1281594	Phytodietus geniculatus	1281738	NE
4504708	Formica lusatica Seifert, 1997	4504708	Formica lusatica Seifert, 1997	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Formica	1314840	Formica lusatica	4504708	NE
5759848	Janus compressus (Fabricius, 1793)	5759848	Janus compressus (Fabricius, 1793)	29	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Cephidae	4337	Janus	1334172	Janus compressus	5759848	NE
11148676	Myrmica schaefersi Jessen, 2020	11148676	Myrmica schaefersi Jessen, 2020	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Myrmica	1318775	Myrmica schaefersi	11148676	NE
11803516	BOLD:AEE4824	11803516	BOLD:AEE4824	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Aphelinidae	5503	Aphelinus	1363986			
10030799	BOLD:AAZ9885	10030799	BOLD:AAZ9885	7	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Phobocampe	1277331	Phobocampe bicingulata	1277363	
9138240	Ichneumon nuncupator Panzer, 1800	1301106	Mesochorus nuncupator (Panzer, 1800)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Mesochorus	1300498	Mesochorus nuncupator	1301106	NE
10372325	BOLD:AAY6898	10372325	BOLD:AAY6898	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Theroscopus	1296703	Theroscopus trifasciatus	1296729	
10999330	BOLD:AED8893	10999330	BOLD:AED8893	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Apanteles	8411933	Apanteles laevigatus	1268758	
1280857	Homotherus Förster, 1869	1280857	Homotherus Förster, 1869	4	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Homotherus	1280857			
4508426	Cryptus minutor Zetterstedt, 1838	1300004	Cubocephalus minutor (Zetterstedt, 1838)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Cubocephalus	1299892	Cubocephalus minutor	1300004	NE
1290187	Gelis melanogaster (Thomson, 1884)	1290187	Gelis melanogaster (Thomson, 1884)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Gelis	1290080	Gelis melanogaster	1290187	NE
10299498	BOLD:AAD4756	10299498	BOLD:AAD4756	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Bombus	1340278	Bombus norvegicus	1340506	
10437350	BOLD:ACR2674	10437350	BOLD:ACR2674	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512					
9964549	BOLD:ACF9114	9964549	BOLD:ACF9114	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Dicaelotus	1276659	Dicaelotus pictus	1276709	
1292743	Diaschisaspis Förster, 1869	1292743	Diaschisaspis Förster, 1869	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Diaschisaspis	1292743			
9976388	BOLD:AAU4546	9976388	BOLD:AAU4546	5	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Lasius	1325751	Lasius brunneus	5035823	
10044013	BOLD:ACP3832	10044013	BOLD:ACP3832	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Scelionidae	4349					
10413496	BOLD:ACI7296	10413496	BOLD:ACI7296	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Torymidae	3745	Monodontomerus	1372328			
10473197	BOLD:ACR2087	10473197	BOLD:ACR2087	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Nepiesta	1280892	Nepiesta mandibularis	1280896	
