taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
9863255	BOLD:AAU4276	9863255	BOLD:AAU4276	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Tortricidae	5343	Eucosma	1742419	Eucosma pupillana	5103613	
10476235	BOLD:AAD3729	10476235	BOLD:AAD3729	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Polychrysia	1783845	Polychrysia moneta	1783855	
10622263	BOLD:AAP8428	10622263	BOLD:AAP8428	5	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Tortricidae	5343	Grapholita	1736460	Grapholita lobarzewskii	1736485	
1884274	Catoptria conchella (Denis & Schiffermüller), 1775	1884274	Catoptria conchella (Denis & Schiffermüller), 1775	43	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Catoptria	3257220	Catoptria conchella	1884274	NE
10623144	BOLD:AAE0022	10623144	BOLD:AAE0022	10	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Elachistidae	7297	Elachista	1832810	Elachista albifrontella	5880257	
10037719	BOLD:AAD3132	10037719	BOLD:AAD3132	7	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Cosmopterigidae	8839	Sorhagenia	1842184	Sorhagenia lophyrella	1842190	
10623625	BOLD:AAD7323	10623625	BOLD:AAD7323	7	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Moma	1799993	Moma alpium	1800004	
10124994	BOLD:AAD1738	10124994	BOLD:AAD1738	11	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Adelidae	4538	Nematopogon	1861151	Nematopogon robertella	4522919	
10134288	BOLD:AAE0860	10134288	BOLD:AAE0860	5	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Brachionycha	1779429	Brachionycha nubeculosa	1779435	
10184423	BOLD:AAC7224	10184423	BOLD:AAC7224	10	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nolidae	9717	Earias	1802997	Earias clorana	1803073	
